City,URL,Latitude,Longitude,Timezone,Error
ossohuna,https://wetter.com/timor-leste/ossohuna/TL1943310.html,-8.6536,126.6258,Asia/Dili,
waabe,https://wetter.com/timor-leste/waabe/TL1944707.html,-8.9711,125.3808,Asia/Dili,
aileu,https://wetter.com/timor-leste/aileu/TL1651816.html,-8.7281,125.5664,Asia/Dili,
kokoa,https://wetter.com/timor-leste/kokoa/TL1943034.html,-8.6989,125.465,Asia/Dili,
manama,https://wetter.com/timor-leste/manama/TL1944604.html,-8.7969,125.4581,Asia/Dili,
tarmausoru,https://wetter.com/timor-leste/tarmausoru/TL1943048.html,-8.6944,125.3975,Asia/Dili,
railete,https://wetter.com/timor-leste/railete/TL1943756.html,-8.7489,125.3428,Asia/Dili,
pohei,https://wetter.com/timor-leste/pohei/TL1944669.html,-8.7572,125.4203,Asia/Dili,
erhetu,https://wetter.com/timor-leste/erhetu/TL1944694.html,-8.8344,125.5203,Asia/Dili,
aileukota,https://wetter.com/timor-leste/aileukota/TL1943146.html,-8.7246,125.5654,Asia/Dili,
lahae,https://wetter.com/timor-leste/lahae/TL1945070.html,-8.7903,125.56,Asia/Dili,
lebudo,https://wetter.com/timor-leste/lebudo/TL1943168.html,-8.6726,125.5058,Asia/Dili,
poehati,https://wetter.com/timor-leste/poehati/TL1944666.html,-8.7664,125.4156,Asia/Dili,
kairia,https://wetter.com/timor-leste/kairia/TL1944585.html,-8.8419,125.4306,Asia/Dili,
raidu,https://wetter.com/timor-leste/raidu/TL1943057.html,-8.6753,125.4192,Asia/Dili,
malimea,https://wetter.com/timor-leste/malimea/TL1944725.html,-8.9461,125.3892,Asia/Dili,
lakubu,https://wetter.com/timor-leste/lakubu/TL1944837.html,-8.9733,125.3736,Asia/Dili,
raelau,https://wetter.com/timor-leste/raelau/TL1944770.html,-8.8997,125.4181,Asia/Dili,
laulema,https://wetter.com/timor-leste/laulema/TL1943739.html,-8.7194,125.3061,Asia/Dili,
orbeto,https://wetter.com/timor-leste/orbeto/TL1944790.html,-8.8897,125.3789,Asia/Dili,
asumata,https://wetter.com/timor-leste/asumata/TL1943110.html,-8.7211,125.6799,Asia/Dili,
berlorai,https://wetter.com/timor-leste/berlorai/TL1943137.html,-8.6483,125.6481,Asia/Dili,
motur,https://wetter.com/timor-leste/motur/TL1944968.html,-8.8994,125.3231,Asia/Dili,
samara,https://wetter.com/timor-leste/samara/TL1945001.html,-8.8406,125.2969,Asia/Dili,
samatrai,https://wetter.com/timor-leste/samatrai/TL1944672.html,-8.7597,125.395,Asia/Dili,
santacruz,https://wetter.com/timor-leste/santacruz/TL1945021.html,-8.8125,125.3194,Asia/Dili,
brahua,https://wetter.com/timor-leste/brahua/TL1944856.html,-8.935,125.3236,Asia/Dili,
taimea,https://wetter.com/timor-leste/taimea/TL1945229.html,-9.0192,125.3247,Asia/Dili,
apidou,https://wetter.com/timor-leste/apidou/TL1944668.html,-8.7617,125.4122,Asia/Dili,
hoololo,https://wetter.com/timor-leste/hoololo/TL1943944.html,-9.0878,125.1994,Asia/Dili,
dadubere,https://wetter.com/timor-leste/dadubere/TL1944705.html,-8.9717,125.3842,Asia/Dili,
diaro,https://wetter.com/timor-leste/diaro/TL1945020.html,-8.8097,125.3356,Asia/Dili,
asio,https://wetter.com/timor-leste/asio/TL1944734.html,-8.9242,125.4053,Asia/Dili,
bauana,https://wetter.com/timor-leste/bauana/TL1945064.html,-8.7828,125.3542,Asia/Dili,
tutubaba,https://wetter.com/timor-leste/tutubaba/TL1944018.html,-8.7933,125.1014,Asia/Dili,
berluli,https://wetter.com/timor-leste/berluli/TL1942806.html,-8.7347,125.4111,Asia/Dili,
darlau,https://wetter.com/timor-leste/darlau/TL1942650.html,-8.5949,125.6315,Asia/Dili,
asulau,https://wetter.com/timor-leste/asulau/TL1945053.html,-8.7731,125.3167,Asia/Dili,
dosmagar-kraik,https://wetter.com/timor-leste/dosmagar-kraik/TL1943767.html,-8.7061,125.3186,Asia/Dili,
gaelema,https://wetter.com/timor-leste/gaelema/TL1943750.html,-8.7297,125.3636,Asia/Dili,
haeheu,https://wetter.com/timor-leste/haeheu/TL1944052.html,-8.8317,125.3728,Asia/Dili,
humeta,https://wetter.com/timor-leste/humeta/TL1944631.html,-8.7575,125.4703,Asia/Dili,
foetete,https://wetter.com/timor-leste/foetete/TL1945031.html,-8.8042,125.3083,Asia/Dili,
obeto,https://wetter.com/timor-leste/obeto/TL1944827.html,-8.9778,125.3614,Asia/Dili,
ilat,https://wetter.com/timor-leste/ilat/TL1938336.html,-8.9056,125.3964,Asia/Dili,
marobo,https://wetter.com/timor-leste/marobo/TL1636043.html,-8.9667,125.35,Asia/Dili,
riatoni,https://wetter.com/timor-leste/riatoni/TL1944583.html,-8.8517,125.4389,Asia/Dili,
sapso,https://wetter.com/timor-leste/sapso/TL1943747.html,-8.7433,125.3108,Asia/Dili,
sosoana,https://wetter.com/timor-leste/sosoana/TL1943637.html,-8.9531,125.1089,Asia/Dili,
bislau,https://wetter.com/timor-leste/bislau/TL1943181.html,-8.6436,125.5932,Asia/Dili,
laulara,https://wetter.com/timor-leste/laulara/TL1638307.html,-8.6031,125.5939,Asia/Dili,
saboria,https://wetter.com/timor-leste/saboria/TL1943149.html,-8.7158,125.5888,Asia/Dili,
metinaro,https://wetter.com/timor-leste/metinaro/ID1635288.html,-8.5301,125.7416,Asia/Dili,
manumeta-rahun,https://wetter.com/timor-leste/manumeta-rahun/TL1942435.html,-8.5669,125.5678,Asia/Dili,
masau,https://wetter.com/timor-leste/masau/TL1942506.html,-8.5561,125.6008,Asia/Dili,
markoni,https://wetter.com/timor-leste/markoni/TL1942414.html,-8.5511,125.5512,Asia/Dili,
lesibutak,https://wetter.com/timor-leste/lesibutak/TL1942441.html,-8.5769,125.5336,Asia/Dili,
mataruak,https://wetter.com/timor-leste/mataruak/TL1942413.html,-8.5469,125.5517,Asia/Dili,
motakik,https://wetter.com/timor-leste/motakik/TL1942684.html,-8.5519,125.6608,Asia/Dili,
marabia,https://wetter.com/timor-leste/marabia/TL1942446.html,-8.569,125.5876,Asia/Dili,
manluana,https://wetter.com/timor-leste/manluana/TL1942405.html,-8.5578,125.5286,Asia/Dili,
motaulun-barat,https://wetter.com/timor-leste/motaulun-barat/TL1942448.html,-8.5736,125.5914,Asia/Dili,
lepos,https://wetter.com/timor-leste/lepos/TL1942708.html,-8.5414,125.6869,Asia/Dili,
pala,https://wetter.com/timor-leste/pala/TL1944143.html,-8.1836,125.6286,Asia/Dili,
quintal-arbiro,https://wetter.com/timor-leste/quintal-arbiro/TL1942443.html,-8.5671,125.5858,Asia/Dili,
dilor,https://wetter.com/timor-leste/dilor/TL1942853.html,-8.8378,126.2125,Asia/Dili,
belulik-kraik,https://wetter.com/timor-leste/belulik-kraik/TL1943959.html,-9.2211,125.0208,Asia/Dili,
vila,https://wetter.com/timor-leste/vila/TL1944140.html,-8.2639,125.6011,Asia/Dili,
loegolo,https://wetter.com/timor-leste/loegolo/TL1945295.html,-9.1178,125.4189,Asia/Dili,
beimau,https://wetter.com/timor-leste/beimau/TL1937244.html,-9.3473,125.2796,Asia/Dili,
taibesi,https://wetter.com/timor-leste/taibesi/TL1942447.html,-8.5682,125.5923,Asia/Dili,
mape,https://wetter.com/timor-leste/mape/ID1636215.html,-9.0667,125.4167,Asia/Dili,
dais,https://wetter.com/timor-leste/dais/TL1937086.html,-9.2812,125.3159,Asia/Dili,
mape,https://wetter.com/timor-leste/mape/TL1945326.html,-9.155,125.4536,Asia/Dili,
priramatan,https://wetter.com/timor-leste/priramatan/TL1944927.html,-8.5306,125.7511,Asia/Dili,
oekiar,https://wetter.com/timor-leste/oekiar/TL1943727.html,-8.7567,125.1869,Asia/Dili,
kuluhum-taibesi-atas,https://wetter.com/timor-leste/kuluhum-taibesi-atas/TL1942468.html,-8.5614,125.5933,Asia/Dili,
maker,https://wetter.com/timor-leste/maker/TL1944137.html,-8.2503,125.5133,Asia/Dili,
atauro,https://wetter.com/timor-leste/atauro/ID1635814.html,-8.2667,125.6014,Asia/Dili,
malere,https://wetter.com/timor-leste/malere/TL1943144.html,-8.7301,125.5659,Asia/Dili,
bedois,https://wetter.com/timor-leste/bedois/TL1942502.html,-8.5675,125.6217,Asia/Dili,
bedois,https://wetter.com/timor-leste/bedois/TL1942656.html,-8.5657,125.6247,Asia/Dili,
aimutin-laran,https://wetter.com/timor-leste/aimutin-laran/TL1942408.html,-8.5613,125.5439,Asia/Dili,
airport,https://wetter.com/timor-leste/airport/TL1944147.html,-8.2439,125.6031,Asia/Dili,
atekru,https://wetter.com/timor-leste/atekru/TL1944148.html,-8.2231,125.5347,Asia/Dili,
raifusu,https://wetter.com/timor-leste/raifusu/TL1945075.html,-8.7633,125.5692,Asia/Dili,
adara,https://wetter.com/timor-leste/adara/TL1944150.html,-8.1964,125.5647,Asia/Dili,
roruli,https://wetter.com/timor-leste/roruli/TL1943135.html,-8.6317,125.739,Asia/Dili,
fatumeta,https://wetter.com/timor-leste/fatumeta/TL1942424.html,-8.5637,125.5517,Asia/Dili,
bemori-sentral,https://wetter.com/timor-leste/bemori-sentral/TL1942471.html,-8.5589,125.5858,Asia/Dili,
beto-barat,https://wetter.com/timor-leste/beto-barat/TL1942403.html,-8.5508,125.5236,Asia/Dili,
bekosi-bawah,https://wetter.com/timor-leste/bekosi-bawah/TL1942469.html,-8.5633,125.599,Asia/Dili,
koreo,https://wetter.com/timor-leste/koreo/TL1942510.html,-8.5786,125.5817,Asia/Dili,
aimutin-1,https://wetter.com/timor-leste/aimutin-1/TL1942409.html,-8.5553,125.5467,Asia/Dili,
borohun,https://wetter.com/timor-leste/borohun/TL1942432.html,-8.5603,125.5778,Asia/Dili,
hera,https://wetter.com/timor-leste/hera/TL1643345.html,-8.5385,125.686,Asia/Dili,
ritutu,https://wetter.com/timor-leste/ritutu/TL1943121.html,-8.6669,125.6372,Asia/Dili,
dili,https://wetter.com/timor-leste/dili/TL1645457.html,-8.5586,125.5736,Asia/Dili,
dare,https://wetter.com/timor-leste/dare/TL1943194.html,-8.5927,125.571,Asia/Dili,
beto-timur,https://wetter.com/timor-leste/beto-timur/TL1942400.html,-8.5506,125.532,Asia/Dili,
bidau,https://wetter.com/timor-leste/bidau/ID1648802.html,-8.5667,125.6,Asia/Dili,
manonia,https://wetter.com/timor-leste/manonia/TL1944700.html,-8.9875,125.3858,Asia/Dili,
borhei,https://wetter.com/timor-leste/borhei/TL1944624.html,-8.7608,125.4289,Asia/Dili,
qima,https://wetter.com/timor-leste/qima/TL1943376.html,-8.9017,124.9992,Asia/Dili,
tukarocoiloco,https://wetter.com/timor-leste/tukarocoiloco/TL1944810.html,-8.9453,125.5225,Asia/Dili,
bahalale,https://wetter.com/timor-leste/bahalale/TL1942339.html,-8.5633,126.3344,Asia/Dili,
bahatata,https://wetter.com/timor-leste/bahatata/TL1943300.html,-8.6381,126.6397,Asia/Dili,
bahamori,https://wetter.com/timor-leste/bahamori/TL1943543.html,-8.5092,126.2281,Asia/Dili,
baucau,https://wetter.com/timor-leste/baucau/TL1649539.html,-8.4757,126.4563,Asia/Dili,
bibidae,https://wetter.com/timor-leste/bibidae/TL1943502.html,-8.6561,126.7272,Asia/Dili,
kasmutu,https://wetter.com/timor-leste/kasmutu/TL1942568.html,-8.4583,126.4698,Asia/Dili,
makadai,https://wetter.com/timor-leste/makadai/TL1942574.html,-8.4612,126.4541,Asia/Dili,
dirgantara,https://wetter.com/timor-leste/dirgantara/TL1942489.html,-8.492,126.3691,Asia/Dili,
haunau,https://wetter.com/timor-leste/haunau/TL1942342.html,-8.5406,126.335,Asia/Dili,
lese,https://wetter.com/timor-leste/lese/TL1945397.html,-9.1357,125.5697,Asia/Dili,
maukale,https://wetter.com/timor-leste/maukale/TL1942949.html,-8.5567,126.4144,Asia/Dili,
daemenama,https://wetter.com/timor-leste/daemenama/TL1943529.html,-8.6597,126.5175,Asia/Dili,
butileo,https://wetter.com/timor-leste/butileo/TL1942880.html,-8.5961,126.5561,Asia/Dili,
lavadae,https://wetter.com/timor-leste/lavadae/TL1946057.html,-8.5469,126.7017,Asia/Dili,
macadai-bawah,https://wetter.com/timor-leste/macadai-bawah/TL1942482.html,-8.4877,126.3334,Asia/Dili,
tinlolo,https://wetter.com/timor-leste/tinlolo/TL1944223.html,-8.4996,126.657,Asia/Dili,
seisal-baru,https://wetter.com/timor-leste/seisal-baru/TL1942676.html,-8.4779,126.5441,Asia/Dili,
taubere,https://wetter.com/timor-leste/taubere/TL1946114.html,-8.5903,126.6694,Asia/Dili,
lulibau,https://wetter.com/timor-leste/lulibau/TL1943215.html,-8.6739,126.4339,Asia/Dili,
vemasse,https://wetter.com/timor-leste/vemasse/ID1622481.html,-8.5106,126.2106,Asia/Dili,
ossoluga,https://wetter.com/timor-leste/ossoluga/TL1942969.html,-8.5261,126.4656,Asia/Dili,
naafa,https://wetter.com/timor-leste/naafa/TL1946051.html,-8.5336,126.7103,Asia/Dili,
visto,https://wetter.com/timor-leste/visto/TL1942966.html,-8.5161,126.4736,Asia/Dili,
raibere,https://wetter.com/timor-leste/raibere/TL1936942.html,-9.0659,125.5664,Asia/Dili,
hahitali,https://wetter.com/timor-leste/hahitali/TL1945618.html,-8.8625,125.6597,Asia/Dili,
beko,https://wetter.com/timor-leste/beko/TL1944958.html,-9.1019,125.6833,Asia/Dili,
berluli,https://wetter.com/timor-leste/berluli/TL1944547.html,-8.9858,125.5183,Asia/Dili,
beikala,https://wetter.com/timor-leste/beikala/TL1944954.html,-9.1094,125.6647,Asia/Dili,
hatobuilico,https://wetter.com/timor-leste/hatobuilico/TL1944906.html,-8.8936,125.5186,Asia/Dili,
bobe,https://wetter.com/timor-leste/bobe/TL1945502.html,-9.1556,125.6642,Asia/Dili,
ausur,https://wetter.com/timor-leste/ausur/TL1945399.html,-9.1283,125.5811,Asia/Dili,
maulore,https://wetter.com/timor-leste/maulore/TL1944717.html,-8.9944,125.4997,Asia/Dili,
bemoris,https://wetter.com/timor-leste/bemoris/TL1945392.html,-9.1339,125.5456,Asia/Dili,
kaulala,https://wetter.com/timor-leste/kaulala/TL1944796.html,-8.8353,125.5881,Asia/Dili,
kaisera,https://wetter.com/timor-leste/kaisera/TL1944961.html,-9.0967,125.6864,Asia/Dili,
karlele,https://wetter.com/timor-leste/karlele/TL1945511.html,-9.0219,125.5297,Asia/Dili,
hahimau,https://wetter.com/timor-leste/hahimau/TL1945630.html,-8.8439,125.6483,Asia/Dili,
ainaro,https://wetter.com/timor-leste/ainaro/TL1651810.html,-8.9924,125.5082,Asia/Dili,
nonuboka,https://wetter.com/timor-leste/nonuboka/TL1945402.html,-9.1333,125.5967,Asia/Dili,
munobol,https://wetter.com/timor-leste/munobol/TL1936885.html,-9.1317,125.5394,Asia/Dili,
monocati,https://wetter.com/timor-leste/monocati/TL1944877.html,-8.9192,125.5269,Asia/Dili,
maubisse,https://wetter.com/timor-leste/maubisse/TL1635823.html,-8.8381,125.5972,Asia/Dili,
anaulu,https://wetter.com/timor-leste/anaulu/TL1942547.html,-8.4625,126.4487,Asia/Dili,
lientuto,https://wetter.com/timor-leste/lientuto/TL1944910.html,-8.885,125.6061,Asia/Dili,
poelau,https://wetter.com/timor-leste/poelau/TL1944545.html,-8.9969,125.5181,Asia/Dili,
kaitara,https://wetter.com/timor-leste/kaitara/TL1945018.html,-8.8125,125.6186,Asia/Dili,
alala,https://wetter.com/timor-leste/alala/TL1942959.html,-8.5144,126.4389,Asia/Dili,
mantilu,https://wetter.com/timor-leste/mantilu/TL1944558.html,-8.9589,125.5214,Asia/Dili,
baulela,https://wetter.com/timor-leste/baulela/TL1944017.html,-9.2914,125.2314,Asia/Dili,
ostico,https://wetter.com/timor-leste/ostico/TL1942347.html,-8.5331,126.3339,Asia/Dili,
selegoa,https://wetter.com/timor-leste/selegoa/TL1946068.html,-8.5194,126.6908,Asia/Dili,
dirumdesan,https://wetter.com/timor-leste/dirumdesan/TL1943908.html,-8.9808,125.2211,Asia/Dili,
haliren,https://wetter.com/timor-leste/haliren/TL1943377.html,-8.9939,125.0061,Asia/Dili,
harare,https://wetter.com/timor-leste/harare/TL1945249.html,-9.0106,125.3294,Asia/Dili,
helikei,https://wetter.com/timor-leste/helikei/TL1945174.html,-9.0709,125.363,Asia/Dili,
malete,https://wetter.com/timor-leste/malete/TL1943869.html,-8.7889,125.1928,Asia/Dili,
kakamata,https://wetter.com/timor-leste/kakamata/TL1943730.html,-8.7711,125.2011,Asia/Dili,
harema,https://wetter.com/timor-leste/harema/TL1943897.html,-8.8872,125.2283,Asia/Dili,
palaka,https://wetter.com/timor-leste/palaka/TL1943660.html,-8.8953,125.0044,Asia/Dili,
limanaro,https://wetter.com/timor-leste/limanaro/TL1943876.html,-8.7931,125.1456,Asia/Dili,
megir,https://wetter.com/timor-leste/megir/TL1943997.html,-8.8678,125.0436,Asia/Dili,
gerotete,https://wetter.com/timor-leste/gerotete/TL1944932.html,-8.8842,125.2644,Asia/Dili,
kulumba,https://wetter.com/timor-leste/kulumba/TL1945210.html,-9.0411,125.3383,Asia/Dili,
lolo-toi,https://wetter.com/timor-leste/lolo-toi/ID1637384.html,-9.1667,125.3,Asia/Dili,
maliana,https://wetter.com/timor-leste/maliana/TL1636670.html,-8.9917,125.2197,Asia/Dili,
oelaka,https://wetter.com/timor-leste/oelaka/TL1945573.html,-9.1652,125.2674,Asia/Dili,
nuren,https://wetter.com/timor-leste/nuren/TL1943968.html,-9.0197,125.0611,Asia/Dili,
uat,https://wetter.com/timor-leste/uat/TL1944807.html,-8.9953,125.3125,Asia/Dili,
poetete,https://wetter.com/timor-leste/poetete/ID1651105.html,-8.7992,125.1711,Asia/Dili,
tesigele,https://wetter.com/timor-leste/tesigele/TL1945584.html,-9.1406,125.2925,Asia/Dili,
arle,https://wetter.com/timor-leste/arle/TL1943753.html,-8.7294,125.3406,Asia/Dili,
ozo,https://wetter.com/timor-leste/ozo/TL1943949.html,-9.1172,125.2411,Asia/Dili,
batumigi,https://wetter.com/timor-leste/batumigi/TL1944743.html,-8.9156,125.3881,Asia/Dili,
melemaga,https://wetter.com/timor-leste/melemaga/TL1944916.html,-8.9181,125.2722,Asia/Dili,
saebere,https://wetter.com/timor-leste/saebere/TL1942692.html,-8.4833,126.5644,Asia/Dili,
atus,https://wetter.com/timor-leste/atus/TL1943946.html,-9.0975,125.1914,Asia/Dili,
bereleu,https://wetter.com/timor-leste/bereleu/TL1943900.html,-8.9189,125.2311,Asia/Dili,
rabei,https://wetter.com/timor-leste/rabei/TL1942597.html,-8.4896,126.4721,Asia/Dili,
nunudoco,https://wetter.com/timor-leste/nunudoco/TL1942935.html,-8.5819,126.39,Asia/Dili,
defadae,https://wetter.com/timor-leste/defadae/TL1942794.html,-8.5833,126.5228,Asia/Dili,
waidau,https://wetter.com/timor-leste/waidau/TL1942333.html,-8.5725,126.3394,Asia/Dili,
umarama,https://wetter.com/timor-leste/umarama/TL1942685.html,-8.4827,126.5505,Asia/Dili,
uaiae,https://wetter.com/timor-leste/uaiae/TL1943216.html,-8.6717,126.4236,Asia/Dili,
wabere,https://wetter.com/timor-leste/wabere/TL1942883.html,-8.5697,126.5747,Asia/Dili,
lasula,https://wetter.com/timor-leste/lasula/TL1946066.html,-8.5189,126.6933,Asia/Dili,
aimia,https://wetter.com/timor-leste/aimia/TL1943722.html,-8.7978,125.2436,Asia/Dili,
aikau,https://wetter.com/timor-leste/aikau/TL1943652.html,-8.8833,125.1167,Asia/Dili,
goulete,https://wetter.com/timor-leste/goulete/TL1943874.html,-8.8086,125.1458,Asia/Dili,
sirimana,https://wetter.com/timor-leste/sirimana/TL1946101.html,-8.5639,126.7156,Asia/Dili,
venilale,https://wetter.com/timor-leste/venilale/TL1943235.html,-8.6431,126.3783,Asia/Dili,
uluisi,https://wetter.com/timor-leste/uluisi/TL1943522.html,-8.6389,126.5325,Asia/Dili,
saelari,https://wetter.com/timor-leste/saelari/TL1944467.html,-8.485,126.6993,Asia/Dili,
ames,https://wetter.com/timor-leste/ames/TL1945577.html,-9.1592,125.2797,Asia/Dili,
arlaeben,https://wetter.com/timor-leste/arlaeben/TL1943887.html,-8.8911,125.1625,Asia/Dili,
buloi,https://wetter.com/timor-leste/buloi/TL1943694.html,-8.8597,125.1867,Asia/Dili,
biacau,https://wetter.com/timor-leste/biacau/TL1944003.html,-8.8336,125.0572,Asia/Dili,
auba,https://wetter.com/timor-leste/auba/TL1651067.html,-9.0333,125.3667,Asia/Dili,
enelaran,https://wetter.com/timor-leste/enelaran/TL1944005.html,-8.8275,125.0661,Asia/Dili,
bugas,https://wetter.com/timor-leste/bugas/TL1945245.html,-9.0156,125.3722,Asia/Dili,
riadac,https://wetter.com/timor-leste/riadac/TL1944459.html,-8.487,126.689,Asia/Dili,
akarlaran,https://wetter.com/timor-leste/akarlaran/TL1943978.html,-9.3503,125.2461,Asia/Dili,
pantaikelapa,https://wetter.com/timor-leste/pantaikelapa/TL1942401.html,-8.5494,125.5408,Asia/Dili,
holgeda,https://wetter.com/timor-leste/holgeda/TL1945275.html,-9.1895,125.4282,Asia/Dili,
kulidasi,https://wetter.com/timor-leste/kulidasi/TL1945527.html,-9.025,125.5978,Asia/Dili,
lacluan,https://wetter.com/timor-leste/lacluan/TL1945535.html,-9.0706,125.9175,Asia/Dili,
teras,https://wetter.com/timor-leste/teras/TL1944627.html,-8.8281,125.9206,Asia/Dili,
russu,https://wetter.com/timor-leste/russu/TL1945155.html,-8.9369,125.6769,Asia/Dili,
raiubu,https://wetter.com/timor-leste/raiubu/TL1945083.html,-8.9917,125.6564,Asia/Dili,
same,https://wetter.com/timor-leste/same/ID1628926.html,-9.0042,125.6486,Asia/Dili,
sarin,https://wetter.com/timor-leste/sarin/TL1944529.html,-8.9853,125.78,Asia/Dili,
turiscai,https://wetter.com/timor-leste/turiscai/TL1622946.html,-8.8228,125.7075,Asia/Dili,
toileru,https://wetter.com/timor-leste/toileru/TL1945635.html,-8.8311,125.6967,Asia/Dili,
turon,https://wetter.com/timor-leste/turon/TL1944986.html,-9.0364,125.6631,Asia/Dili,
orsenaco,https://wetter.com/timor-leste/orsenaco/TL1945177.html,-8.8769,125.6975,Asia/Dili,
uebicas,https://wetter.com/timor-leste/uebicas/TL1945215.html,-9.0153,126.0061,Asia/Dili,
bonak,https://wetter.com/timor-leste/bonak/TL1944213.html,-9.2893,124.169,Asia/Dili,
fofe,https://wetter.com/timor-leste/fofe/TL1944448.html,-9.4678,124.3308,Asia/Dili,
bokon,https://wetter.com/timor-leste/bokon/TL1944056.html,-9.2392,124.2252,Asia/Dili,
oebu,https://wetter.com/timor-leste/oebu/TL1944457.html,-9.4644,124.3172,Asia/Dili,
baoknana,https://wetter.com/timor-leste/baoknana/TL1944211.html,-9.3073,124.1316,Asia/Dili,
fauteso,https://wetter.com/timor-leste/fauteso/TL1944455.html,-9.46,124.3267,Asia/Dili,
oamna,https://wetter.com/timor-leste/oamna/TL1944206.html,-9.35,124.2133,Asia/Dili,
binau,https://wetter.com/timor-leste/binau/TL1944502.html,-9.4111,124.3558,Asia/Dili,
huaen,https://wetter.com/timor-leste/huaen/TL1944460.html,-9.4575,124.3397,Asia/Dili,
nemun,https://wetter.com/timor-leste/nemun/TL1944380.html,-9.3064,124.2747,Asia/Dili,
fuabana,https://wetter.com/timor-leste/fuabana/TL1944053.html,-9.2454,124.2084,Asia/Dili,
najaimuti,https://wetter.com/timor-leste/najaimuti/ID1944407.html,-9.2872,124.3653,Asia/Dili,
